site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Coed Ithel-Weir	NA	UK	England	?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	874	447	427	2.6	NA	20.9	NA	1.5	19.4	NA	NA	NA	10	B	NA	87	nn	"Fa, Qu, Ti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1994	11	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.64	0.19	NA
Dendles Wood	UK_Dend	UK	England	29	8	LT	50.40116644	-3.994934584	NA	160	NA	933	NA	NA	1024	489	535	0.6	16.4	19.4	4.1	2.3	17.1	9.7	NA	NA	9.9	B	17.6	103	nn	"Fa, Qu, Ca"	F5a	NA	NA	NA	G1.62	9120	W	NA	NA	D	NA	NA	1965	49	0	NA	NA	H	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	35	18	0	0	2	5	0	0	3	1998	113	47	47	0	0	13	1	0	4	5	1998	179	83	66	0	0	15	6	0	4	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	0.61	0.12	NA
Denny Inclosure	UK_Denny	UK	England	25	2	LT	50.85975579	-1.528760063	NA	35	NA	649	153	NA	783	437	346	1	16.6	21.8	3.7	1.4	20.4	9.7	NA	16.3	10.3	L	25.6	76	nn	"Fa, Qu"	F5a	NA	NA	NA	G1.62	9120	W	NA	NA	D	NA	NA	1955	59	0	NA	NA	H	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	44	43	0	0	3	0	0	0	1	1996	201	122	79	0	0	1	0	0	0	5	1996	292	166	122	0	0	4	0	0	0	NA	0.31	NA	NA	79	3.1	0.39	0.4	0.67	20	65	85	11.4	NA	NA	NA	NA	1.54	1.14	0.25	NA
Epping Forest	NA	UK	England	NA	NA	NA	51.66690392	0.054204099	NA	NA	108	NA	157	NA	643	416	227	1.1	NA	22.2	NA	0.5	21.7	NA	NA	16.6	10.2	L	NA	63	49	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	01/May	69.7	2.9	0.25	0.43	0.54	21	45	68	6.2	NA	NA	NA	NA	0.27	0.17	0.21	NA
Lady Park Wood	UK_LadyP	UK	England	35	NA	PP	51.82574034	-2.657115479	NA	120	70	933	177	NA	795	449	346	2.5	16.4	20.6	4.1	1.3	19.3	9.7	NA	15.6	9.7	B	17.6	82	nn	"Fa, Fr, Qu, Ti"	F5a	NA	NA	NA	G1.63	9130	W	NA	NA	D	NA	NA	1944	70	1	NA	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	5	1995	54	NA	NA	NA	NA	NA	NA	NA	NA	5	1995	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	50.5	2.9	0.4	0.44	0.63	20	53	63	6.8	NA	NA	NA	NA	0.22	0.41	0.18	NA
Lady Park Wood I (old-growth)	NA	UK	England	35	NA	NA	51.82574034	-2.657115479	NA	NA	NA	933	NA	NA	795	449	346	2.5	16.4	20.6	4.1	1.3	19.3	9.7	NA	NA	9.7	B	17.6	82	nn	"Fa, Fr, Qu, Ti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1995	77	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.41	0.18	NA
Lady Park Wood II (old-growth)	NA	UK	England	35	NA	NA	51.82574034	-2.657115479	NA	NA	NA	933	NA	NA	795	449	346	2.5	16.4	20.6	4.1	1.3	19.3	9.7	NA	NA	9.7	B	17.6	82	nn	"Fa, Fr, Qu, Ti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1995	81	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.41	0.18	NA
Lady Park Wood III (old-growth)	NA	UK	England	35	NA	NA	51.82574034	-2.657115479	NA	NA	NA	933	NA	NA	795	449	346	2.5	16.4	20.6	4.1	1.3	19.3	9.7	NA	NA	9.7	B	17.6	82	nn	"Fa, Fr, Qu, Ti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1995	46	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.41	0.18	NA
Lady Park Wood V & IV (old-growth)	NA	UK	England	35	NA	NA	51.82574034	-2.657115479	NA	NA	NA	933	NA	NA	795	449	346	2.5	16.4	20.6	4.1	1.3	19.3	9.7	NA	NA	9.7	B	17.6	82	nn	"Fa, Fr, Qu, Ti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1995	15	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.41	0.18	NA
Mark Ash Inclosure	NA	UK	England	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	795	350	445	1.2	NA	21.4	NA	1	20.4	NA	NA	NA	9.7	L	NA	82	nn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.18	1.46	0.24	NA
Noar Hill Hanger	UK_Noar	UK	England	20	7	LT	51.08292824	-0.935857546	NA	160	NA	649	NA	NA	870	337	533	1.9	16.6	21.2	3.7	-0.5	21.7	9.7	NA	NA	9.2	L	25.6	95	nn	"Fa, Fr"	F5a	NA	NA	NA	G1.63	9130	W	NA	NA	D	NA	NA	1987	27	0	NA	C	H	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	41	0	0	0	0	0	0	0	5	2000	309	297	0	10	0	2	0	0	0	5	2000	350	337	0	10	0	3	0	0	0	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.52	0.25	NA
Ridge Hanger	UK_Ridge	UK	England	20	5	LT	NA	NA	NA	190	NA	649	NA	NA	882	337	545	1.6	16.6	20.9	3.7	-0.7	21.6	9.7	NA	NA	9	L	25.6	98	nn	"Fa, Fr"	F5a	NA	NA	NA	G1.63	9130	W	NA	NA	D	NA	NA	1987	27	0	NA	C	H	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	5	2001	272	254	2	16	0	1	0	0	0	5	2001	273	254	2	16	0	1	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.52	0.25	NA
Roydon Reserve	NA	UK	England	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	787	350	437	0.6	NA	21.7	NA	1.5	20.2	NA	NA	NA	10.3	L	NA	76	nn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.39	1.38	0.24	NA
Savarnake	NA	UK	England	NA	NA	NA	51.38209089	-1.674997506	NA	NA	187	NA	165	NA	736	406	330	1.3	NA	20.7	NA	-0.3	21	NA	NA	15.3	9.1	L	NA	81	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	01/May	107	2.9	0.49	0.44	0.61	21	63	83	9.2	NA	NA	NA	NA	1.75	0.99	0.25	NA
The Mens	UK_Mens	UK	England	154	17	LT	51.00383	-0.542943	NA	35	NA	695	NA	NA	727	445	282	1.4	16.7	22	4.7	0.3	21.7	10.2	NA	NA	9.9	L	24	73	nn	"Fa, Qu"	F5a	NA	NA	NA	G1.63	9130	W	NA	NA	D	NA	NA	1970	44	0	NA	NA	H	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	5	22	0	0	0	0	0	0	6	1998	88	57	28	1	0	1	0	0	0	5	2001	115	62	50	1	0	2	0	0	0	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.39	0.25	NA
Toy's Hill	UK_Toys	UK	England	154	20	LT	NA	NA	NA	200	NA	695	NA	NA	NA	NA	0	NA	16.7	NA	4.7	NA	NA	10.2	NA	NA	NA	NA	24	NA	nn	"Fa, Be, Qu"	F5a	NA	NA	NA	G1.62	9120	W	NA	NA	D	NA	NA	1987	27	0	NA	NA	NA	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	30	0	0	0	1	0	0	0	5	1999	470	470	0	0	0	0	0	0	0	5	1999	501	500	0	0	0	1	0	0	0	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Whitley Wood	NA	UK	England	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	783	437	346	1	NA	21.7	NA	1.2	20.5	NA	NA	NA	10.2	L	NA	77	nn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94	1.48	0.25	NA
Wood Crate	NA	UK	England	NA	NA	NA	50.87949398	-1.626741588	NA	NA	NA	NA	155	NA	796	437	359	1.8	NA	21.5	NA	0.9	20.6	NA	NA	16	9.9	L	NA	80	nn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.7	3	0.48	0.4	0.55	20	64	107	10	NA	NA	NA	NA	6.94	1.48	0.25	NA
Gros Fouteau	NA	FR	France	NA	NA	NA	48.4255243	2.669491539	NA	NA	152	NA	NA	NA	668	537	131	1	NA	24.2	NA	0	24.2	NA	NA	NA	10.7	D	NA	62	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
La Massane	FR_Mass	FR	France	336	28.8	PP	NA	NA	600-1158	879	NA	1178	NA	NA	839	537	302	0.9	19.7	24.4	5	1.2	23.2	12	NA	NA	11.5	U	16.7	73	23	"Fa, Qu"	F5a	NA	NA	NA	G1.62	9120	NA	NA	NA	NA	NA	NA	1920	94	1	NA	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1998	10	6	2	0	0	2	0	0	0	1	1998	23	15	5	0	0	3	0	0	0	10	1998	32	21	6	0	0	5	0	0	0	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.1	0.47	NA
La Tillaie	FR_Tilla	FR	France	36	2	PP	48.42465121	2.659206239	140	140	142	897	NA	NA	659	537	122	1	18.5	24.2	2.2	0	24.2	10.2	NA	NA	10.7	D	20.6	62	23	"Fa, Qu"	F5a	0.95	0.05	0	G1.62	9120	W	NA	NA	NA	NA	NA	1853	161	1	NA	NA	H	P	259	246	11	0	0	1	0	0	0	5	2000	54	42	13	0	0	0	0	0	0	10	2000	165	141	23	0	0	0	0	0	0	10	2000	219	183	36	0	0	0	0	0	0	0.85	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
La Tillaie I	NA	FR	France	34	NA	NA	48.42465121	2.659206239	140	NA	NA	897	NA	NA	659	537	122	1	18.5	24.2	2.2	0	24.2	10.2	NA	NA	10.7	D	20.6	62	23	"Fa, Qu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	478	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	44	NA	NA	NA	NA	NA	NA	NA	NA	"9,5 cm"	1982	145	NA	NA	NA	NA	NA	NA	NA	NA	"9,5 cm"	NA	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
La Tillaie I	NA	FR	France	36	NA	NA	48.42465121	2.659206239	140	NA	NA	897	NA	NA	659	537	122	1	18.5	24.2	2.2	0	24.2	10.2	NA	NA	10.7	D	20.6	62	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	253	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	68	NA	NA	NA	NA	NA	NA	NA	NA	10 cm	2000	128	NA	NA	NA	NA	NA	NA	NA	NA	10 cm	NA	196	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
La Tillaie II	NA	FR	France	34	NA	NA	48.42465121	2.659206239	140	NA	NA	897	NA	NA	659	537	122	1	18.5	24.2	2.2	0	24.2	10.2	NA	NA	10.7	D	20.6	62	23	"Fa, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	397	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	"9,5 cm"	1982	92	NA	NA	NA	NA	NA	NA	NA	NA	"9,5 cm"	NA	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
La Tillaie II	NA	FR	France	36	NA	NA	48.42465121	2.659206239	140	NA	NA	897	NA	NA	659	537	122	1	18.5	24.2	2.2	0	24.2	10.2	NA	NA	10.7	D	20.6	62	23	"Fa, Qu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	265	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	10 cm	2000	91	NA	NA	NA	NA	NA	NA	NA	NA	10 cm	NA	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.28	0.65	NA
Saint Baume	NA	FR	France	NA	NA	NA	43.32722412	5.754894394	NA	NA	NA	NA	NA	NA	790	390	400	1.2	NA	24	NA	0	24	NA	NA	NA	10.8	L	NA	73	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.27	0.55	NA
Beixenhart	NA	DE	Germany	NA	NA	NA	48.84963576	11.06305962	NA	NA	NA	NA	NA	NA	739	353	386	9.8	NA	23.3	NA	-4.7	27.5	NA	NA	NA	8.4	E	NA	88	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Birkenkopf	DE_Birk	DE	Germany	31	15	SP	NA	NA	243-355	305	NA	1094	NA	469	807	464	343	4.7	17	24	0	-2.5	26.5	9.1	15.6	NA	9.4	B	15.5	86	25	"Fa, Qu"	F5a	0.82	0.14	0.04	NA	NA	NA	NA	NA	NA	NA	NA	1992	22	0	NA	NA	NA	NA	333	273	48	0	0	1	3	9	0	7	1994	2	0	1	0	0	0	0	0	0	7	1994	8	2	1	0	0	0	0	1	5	7	1994	10	2	2	0	0	0	0	1	5	0.03	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brucksteig	DE_Bruc	DE	Germany	NA	NA	NA	49.86025271	10.49808204	NA	NA	420	NA	NA	NA	693	431	262	7.9	NA	22.8	NA	-4.2	27	NA	NA	NA	8	B	NA	87	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	2.9	0.46	0.46	0.72	20	88	NA	12.3	NA	NA	NA	NA	6.95	2.34	1.82	NA
Conventwald	NA	DE	Germany	14.6	NA	NA	NA	NA	697-866	760	NA	1493	NA	619	1141	233	908	11.4	NA	20.8	NA	-3.9	24.7	7.4	13.6	NA	7.3	B	NA	156	25	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1970	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eisenbachhain	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	797	528	269	6.7	NA	22.7	NA	-3.5	26.2	NA	NA	NA	8.4	B	NA	95	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eisgraben	DE_Eis	DE	Germany	27.9	1	PP	NA	NA	600?	600	NA	638	NA	NA	880	344	536	15.5	13.2	21.6	-3.7	-5.3	26.9	5.7	NA	NA	6.8	B	20.7	129	23	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	177	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elsenthal	DE_Else	DE	Germany	NA	NA	NA	48.84759529	13.37788208	NA	NA	640	NA	NA	NA	978	237	741	16.5	NA	21.9	NA	-6.8	28.7	NA	NA	NA	6.8	B	NA	144	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	2.9	0.39	0.55	0.44	15	82	NA	14.3	NA	NA	NA	NA	0.37	2.63	1.43	NA
Fauler Ort	DE_Faul	DE	Germany	21	21	SP	NA	NA	45-50	475	NA	560	NA	NA	562	413	149	6.2	17.8	22.8	-1.5	-3.9	26.7	8.5	NA	NA	8.5	Q	31.8	66	23	"Fa, Ti, Ac, Fr"	F5a	0.59	0.41	0	G1.63	9130	W	NA	NA	NA	I	FALSE	1938	76	1	NA	NA	H	NA	481	285	0	12	72	112	0	0	0	7	2000	101	99	0	0	1	2	0	0	0	7	2000	126	110	0	1	1	14	0	0	0	15	2000	227	209	0	1	2	16	0	0	0	0.47	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
